Date,Sensor01,Sensor02,Sensor03,Sensor04,Sensor05,Sensor06,Sensor07,Sensor08,Sensor09,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,Sensor26,Sensor27,Sensor28,Sensor29,Sensor30,Sensor31,Sensor32,Sensor33,Sensor34,Sensor35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/15,0.18,0.20,0.25,0.23,0.29,0.39,0.45,,0.24,0.17,0.12,0.37,0.28,0.34,0.32,0.36,0.29,0.42,0.39,0.37,0.52,0.34,0.32,0.18,0.28,0.17,0.26,0.51,0.27,0.31,0.39,0.32,0.25,0.35,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/15,0.19,0.23,0.26,0.25,0.32,0.41,0.49,,0.25,0.20,0.12,0.39,0.31,0.34,0.34,0.38,0.31,0.44,0.40,0.38,0.52,0.34,0.34,0.21,0.28,0.18,0.28,0.51,0.28,0.32,0.40,0.34,0.29,0.37,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/15,0.17,0.21,0.26,0.24,0.29,0.39,0.46,,0.24,0.18,0.12,0.37,0.28,0.33,0.31,0.36,0.29,0.42,0.39,0.36,0.52,0.34,0.34,0.19,0.28,0.17,0.26,0.51,0.27,0.31,0.39,0.32,0.26,0.35,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/15,0.18,0.22,0.27,0.25,0.32,0.41,0.48,,0.25,0.19,0.11,0.38,0.30,0.34,0.32,0.37,0.30,0.43,0.40,0.37,0.52,0.34,0.34,0.20,0.28,0.18,0.27,0.51,0.28,0.31,0.40,0.32,0.29,0.36,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/15,0.19,0.23,0.29,0.27,0.31,0.41,0.48,,0.27,0.21,0.12,0.38,0.30,0.35,0.35,0.38,0.32,0.43,0.41,0.39,0.52,0.35,0.35,0.23,0.31,0.19,0.29,0.51,0.29,0.33,0.40,0.35,0.29,0.37,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/15,0.17,0.21,0.27,0.25,0.29,0.39,0.44,,0.26,0.18,0.12,0.36,0.28,0.32,0.32,0.36,0.30,0.42,0.38,0.36,0.52,0.35,0.34,0.20,0.29,0.17,0.27,0.51,0.27,0.32,0.39,0.32,0.25,0.35,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/15,0.16,0.19,0.24,0.23,0.27,0.38,0.40,,0.25,0.17,0.11,0.35,0.27,0.31,0.30,0.34,0.28,0.41,0.38,0.35,0.52,0.34,0.33,0.18,0.28,0.16,0.25,0.51,0.26,0.32,0.39,0.31,0.23,0.33,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/15,0.16,0.18,0.22,0.22,0.26,0.37,0.36,,0.24,0.15,0.11,0.33,0.26,0.31,0.28,0.33,0.26,0.40,0.37,0.34,0.52,0.34,0.32,0.17,0.28,0.15,0.24,0.51,0.25,0.31,0.39,0.29,0.20,0.32,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/15,0.16,0.17,0.21,0.20,0.24,0.36,0.33,,0.23,0.14,0.11,0.31,0.25,0.30,0.27,0.32,0.24,0.40,0.36,0.33,0.52,0.34,0.30,0.16,0.27,0.14,0.23,0.50,0.24,0.30,0.38,0.28,0.17,0.30,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/15,0.16,0.17,0.20,0.20,0.24,0.37,0.36,,0.23,0.13,0.10,0.31,0.26,0.30,0.27,0.32,0.24,0.40,0.37,0.34,0.52,0.33,0.30,0.16,0.28,0.14,0.23,0.50,0.23,0.30,0.38,0.28,0.18,0.31,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/15,0.16,0.21,0.23,0.24,0.29,0.40,0.44,,0.26,0.15,0.10,0.37,0.30,0.33,0.33,0.37,0.30,0.43,0.40,0.38,0.52,0.34,0.31,0.19,0.31,0.16,0.26,0.51,0.24,0.33,0.41,0.30,0.24,0.35,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/15,0.16,0.20,0.24,0.25,0.30,0.40,0.44,,0.25,0.16,0.10,0.36,0.30,0.32,0.32,0.36,0.29,0.43,0.39,0.37,0.52,0.34,0.30,0.20,0.31,0.16,0.25,0.51,0.24,0.33,0.42,0.29,0.25,0.35,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/15,0.16,0.21,0.25,0.27,0.31,0.41,0.45,,0.26,0.17,0.11,0.37,0.31,0.32,0.33,0.38,0.31,0.44,0.40,0.37,0.52,0.34,0.31,0.21,0.32,0.17,0.25,0.51,0.24,0.33,0.42,0.30,0.26,0.36,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/15,0.16,0.21,0.25,0.28,0.31,0.41,0.46,,0.26,0.18,0.11,0.37,0.31,0.31,0.33,0.38,0.31,0.44,0.40,0.37,0.52,0.34,0.33,0.21,0.32,0.17,0.25,0.52,0.24,0.34,0.42,0.30,0.26,0.37,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/15,0.17,0.24,0.27,0.30,0.32,0.42,0.49,,0.27,0.20,0.11,0.38,0.32,0.33,0.38,0.40,0.33,0.44,0.41,0.37,0.52,0.35,0.35,0.23,0.34,0.18,0.26,0.52,0.25,0.35,0.43,0.31,0.29,0.37,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/15,0.16,0.24,0.27,0.29,0.31,0.41,0.46,,0.27,0.19,0.11,0.36,0.31,0.33,0.37,0.39,0.33,0.44,0.40,0.36,0.52,0.35,0.34,0.22,0.33,0.18,0.26,0.52,0.25,0.34,0.43,0.29,0.26,0.35,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/15,0.16,0.24,0.27,0.30,0.32,0.42,0.48,,0.27,0.20,0.11,0.37,0.32,0.32,0.36,0.39,0.34,0.44,0.40,0.36,0.52,0.35,0.33,0.22,0.33,0.18,0.25,0.52,0.26,0.34,0.43,0.29,0.28,0.36,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/15,0.17,0.26,0.29,0.33,0.34,0.43,0.50,,0.29,0.22,0.11,0.41,0.33,0.34,0.39,0.41,0.37,0.46,0.42,0.38,0.52,0.36,0.36,0.24,0.36,0.19,0.27,0.52,0.29,0.36,0.44,0.33,0.31,0.39,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/15,0.18,0.29,0.30,0.34,0.34,0.43,0.50,,0.31,0.22,0.12,0.42,0.33,0.37,0.41,0.41,0.37,0.46,0.42,0.40,0.52,0.37,0.38,0.24,0.37,0.20,0.30,0.52,0.32,0.37,0.44,0.37,0.31,0.39,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/15,0.17,0.29,0.28,0.32,0.31,0.41,0.48,,0.29,0.21,0.12,0.40,0.31,0.36,0.38,0.39,0.34,0.44,0.40,0.38,0.52,0.37,0.36,0.22,0.35,0.19,0.28,0.52,0.30,0.36,0.42,0.34,0.27,0.37,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/15,0.17,0.29,0.27,0.33,0.32,0.41,0.48,,0.29,0.21,0.12,0.40,0.31,0.36,0.38,0.39,0.35,0.44,0.40,0.38,0.52,0.37,0.36,0.22,0.36,0.20,0.28,0.52,0.30,0.36,0.43,0.34,0.28,0.38,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/15,0.17,0.31,0.29,0.34,0.32,0.41,0.48,,0.30,0.21,0.12,0.41,0.32,0.37,0.39,0.40,0.36,0.45,0.41,0.39,0.52,0.37,0.36,0.22,0.36,0.21,0.29,0.52,0.31,0.37,0.43,0.34,0.28,0.38,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/15,0.16,0.29,0.26,0.32,0.30,0.40,0.45,,0.28,0.19,0.12,0.40,0.30,0.36,0.37,0.38,0.33,0.43,0.39,0.37,0.52,0.37,0.35,0.20,0.34,0.19,0.27,0.52,0.29,0.36,0.42,0.32,0.25,0.36,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/15,0.16,0.28,0.25,0.31,0.29,0.40,0.44,,0.27,0.18,0.12,0.39,0.30,0.35,0.35,0.37,0.32,0.43,0.38,0.36,0.52,0.36,0.34,0.20,0.33,0.18,0.27,0.51,0.28,0.35,0.41,0.31,0.23,0.35,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/15,0.16,0.28,0.25,0.31,0.31,0.41,0.47,,0.27,0.19,0.12,0.40,0.31,0.35,0.35,0.38,0.33,0.44,0.39,0.37,0.52,0.36,0.34,0.21,0.34,0.19,0.26,0.52,0.28,0.35,0.43,0.32,0.25,0.36,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/15,0.16,0.28,0.26,0.32,0.31,0.41,0.48,,0.27,0.18,0.12,0.40,0.31,0.35,0.35,0.38,0.34,0.44,0.39,0.37,0.52,0.36,0.34,0.21,0.36,0.19,0.26,0.52,0.28,0.35,0.42,0.32,0.25,0.36,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/15,0.16,0.26,0.24,0.30,0.30,0.40,0.45,,0.25,0.15,0.12,0.40,0.30,0.34,0.30,0.36,0.32,0.43,0.38,0.35,0.52,0.35,0.33,0.20,0.35,0.18,0.26,0.52,0.26,0.35,0.41,0.30,0.23,0.35,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/15,0.15,0.23,0.22,0.28,0.28,0.39,0.41,,0.24,0.15,0.11,0.39,0.29,0.33,0.28,0.35,0.30,0.42,0.37,0.35,0.52,0.35,0.32,0.18,0.34,0.17,0.24,0.52,0.25,0.33,0.41,0.29,0.20,0.34,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/15,0.15,0.21,0.21,0.26,0.26,0.38,0.38,,0.24,0.14,0.11,0.39,0.28,0.32,0.27,0.33,0.27,0.41,0.36,0.34,0.52,0.35,0.30,0.17,0.33,0.16,0.23,0.51,0.24,0.32,0.40,0.28,0.18,0.33,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/15,0.15,0.18,0.20,0.25,0.25,0.37,0.35,,0.23,0.13,0.11,0.38,0.26,0.31,0.26,0.33,0.25,0.40,0.35,0.33,0.52,0.35,0.29,0.16,0.31,0.15,0.22,0.51,0.23,0.31,0.39,0.27,0.16,0.32,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/15,0.15,0.16,0.19,0.22,0.23,0.36,0.34,,0.22,0.12,0.11,0.38,0.24,0.30,0.24,0.32,0.24,0.39,0.35,0.32,0.52,0.34,0.28,0.15,0.30,0.14,0.22,0.50,0.22,0.29,0.38,0.26,0.15,0.31,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/15,0.15,0.15,0.18,0.20,0.21,0.35,0.32,,0.21,0.12,0.10,0.38,0.22,0.29,0.23,0.31,0.22,0.38,0.34,0.31,0.51,0.34,0.27,0.14,0.28,0.13,0.21,0.50,0.21,0.28,0.37,0.26,0.14,0.30,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/15,0.15,0.14,0.17,0.19,0.19,0.34,0.31,,0.20,0.11,0.10,0.37,0.20,0.28,0.22,0.30,0.21,0.38,0.33,0.30,0.51,0.34,0.26,0.13,0.26,0.12,0.20,0.50,0.21,0.27,0.36,0.25,0.13,0.29,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/15,0.14,0.13,0.17,0.18,0.17,0.33,0.31,,0.19,0.11,0.10,0.37,0.18,0.28,0.21,0.30,0.21,0.37,0.33,0.29,0.51,0.33,0.26,0.13,0.25,0.12,0.20,0.50,0.20,0.27,0.36,0.25,0.13,0.29,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/15,0.14,0.13,0.17,0.17,0.16,0.32,0.31,,0.19,0.11,0.10,0.37,0.18,0.27,0.21,0.30,0.20,0.37,0.33,0.28,0.51,0.33,0.26,0.13,0.24,0.12,0.20,0.50,0.20,0.26,0.36,0.25,0.13,0.28,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/15,0.15,0.13,0.17,0.19,0.19,0.34,0.35,,0.21,0.12,0.10,0.38,0.19,0.29,0.22,0.33,0.23,0.38,0.35,0.30,0.52,0.34,0.27,0.14,0.25,0.13,0.20,0.50,0.20,0.28,0.38,0.26,0.14,0.31,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/15,0.15,0.13,0.17,0.24,0.28,0.39,0.41,,0.27,0.13,0.10,0.42,0.27,0.34,0.25,0.39,0.29,0.42,0.39,0.35,0.52,0.34,0.28,0.15,0.31,0.15,0.22,0.51,0.21,0.33,0.42,0.27,0.18,0.37,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/15,0.14,0.12,0.16,0.23,0.26,0.37,0.36,0.36,0.25,0.13,0.10,0.41,0.25,0.33,0.23,0.36,0.26,0.41,0.37,0.33,0.52,0.34,0.27,0.15,0.30,0.14,0.21,0.51,0.21,0.33,0.41,0.26,0.16,0.35,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/15,0.14,0.12,0.16,0.22,0.25,0.36,0.34,0.35,0.23,0.12,0.10,0.40,0.24,0.32,0.23,0.35,0.24,0.40,0.36,0.32,0.52,0.34,0.27,0.14,0.29,0.14,0.21,0.51,0.20,0.32,0.40,0.26,0.15,0.34,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/15,0.15,0.12,0.16,0.27,0.29,0.39,0.41,0.38,0.23,0.14,0.11,0.42,0.28,0.32,0.24,0.37,0.28,0.41,0.38,0.33,0.52,0.34,0.27,0.15,0.29,0.15,0.22,0.52,0.21,0.31,0.42,0.27,0.18,0.36,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/15,0.15,0.12,0.16,0.28,0.29,0.40,0.43,0.39,0.23,0.14,0.11,0.42,0.29,0.32,0.25,0.37,0.28,0.41,0.38,0.32,0.52,0.34,0.27,0.16,0.30,0.15,0.22,0.52,0.21,0.31,0.43,0.27,0.18,0.37,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/15,0.15,0.13,0.17,0.31,0.31,0.42,0.46,0.42,0.25,0.14,0.11,0.43,0.32,0.33,0.31,0.41,0.32,0.43,0.40,0.35,0.52,0.34,0.28,0.19,0.32,0.16,0.23,0.52,0.21,0.33,0.44,0.28,0.21,0.39,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/15,0.15,0.15,0.19,0.36,0.33,0.43,0.47,0.44,0.33,0.17,0.11,0.44,0.34,0.39,0.37,0.44,0.36,0.45,0.43,0.40,0.52,0.35,0.32,0.25,0.37,0.19,0.27,0.52,0.24,0.38,0.44,0.32,0.26,0.41,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/15,0.16,0.16,0.21,0.37,0.33,0.43,0.46,0.44,0.32,0.17,0.11,0.44,0.33,0.39,0.38,0.43,0.36,0.45,0.42,0.39,0.52,0.35,0.33,0.26,0.37,0.20,0.28,0.52,0.26,0.38,0.44,0.33,0.27,0.41,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/15,0.16,0.17,0.21,0.39,0.32,0.42,0.46,0.44,0.33,0.17,0.12,0.44,0.33,0.39,0.37,0.43,0.36,0.45,0.42,0.39,0.52,0.35,0.34,0.26,0.37,0.20,0.28,0.52,0.27,0.38,0.44,0.33,0.27,0.41,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/15,0.16,0.19,0.22,0.41,0.33,0.43,0.47,0.45,0.33,0.19,0.13,0.44,0.34,0.40,0.39,0.44,0.37,0.45,0.42,0.40,0.52,0.36,0.34,0.28,0.38,0.21,0.30,0.52,0.28,0.39,0.44,0.34,0.29,0.42,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/15,0.16,0.20,0.24,0.42,0.34,0.43,0.47,0.45,0.33,0.20,0.13,0.44,0.34,0.40,0.39,0.44,0.38,0.45,0.42,0.39,0.52,0.36,0.35,0.28,0.39,0.22,0.31,0.52,0.29,0.39,0.44,0.36,0.30,0.42,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/15,0.17,0.21,0.24,0.42,0.33,0.43,0.47,0.45,0.33,0.20,0.14,0.44,0.34,0.40,0.40,0.44,0.38,0.45,0.42,0.39,0.52,0.36,0.36,0.28,0.39,0.23,0.31,0.52,0.30,0.39,0.44,0.36,0.29,0.42,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/15,0.17,0.21,0.25,0.42,0.34,0.43,0.47,0.45,0.33,0.20,0.14,0.44,0.34,0.40,0.40,0.44,0.37,0.45,0.41,0.39,0.52,0.36,0.37,0.29,0.39,0.23,0.31,0.52,0.30,0.39,0.44,0.36,0.29,0.42,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/15,0.17,0.22,0.25,0.43,0.35,0.43,0.47,0.45,0.33,0.21,0.14,0.44,0.34,0.41,0.40,0.44,0.37,0.45,0.41,0.38,0.52,0.36,0.37,0.30,0.39,0.26,0.31,0.52,0.31,0.39,0.44,0.37,0.30,0.43,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/15,0.16,0.21,0.25,0.42,0.35,0.43,0.46,0.44,0.32,0.20,0.14,0.43,0.34,0.42,0.39,0.43,0.36,0.44,0.41,0.38,0.52,0.36,0.36,0.29,0.38,0.26,0.30,0.52,0.30,0.39,0.43,0.35,0.28,0.42,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/15,0.16,0.21,0.24,0.42,0.35,0.43,0.47,0.44,0.32,0.20,0.14,0.43,0.33,0.41,0.38,0.43,0.36,0.44,0.40,0.37,0.52,0.36,0.36,0.29,0.38,0.26,0.30,0.52,0.30,0.39,0.44,0.35,0.28,0.42,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/15,0.16,0.22,0.25,0.42,0.35,0.43,0.46,0.44,0.31,0.20,0.13,0.43,0.33,0.41,0.37,0.42,0.36,0.44,0.40,0.37,0.52,0.36,0.35,0.29,0.38,0.26,0.29,0.52,0.29,0.38,0.44,0.34,0.27,0.42,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/15,0.15,0.22,0.22,0.41,0.33,0.42,0.44,0.42,0.29,0.18,0.13,0.42,0.32,0.40,0.34,0.41,0.33,0.43,0.39,0.35,0.52,0.36,0.34,0.27,0.37,0.24,0.27,0.52,0.28,0.37,0.42,0.31,0.24,0.41,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/15,0.15,0.20,0.21,0.40,0.32,0.41,0.42,0.41,0.28,0.17,0.13,0.42,0.31,0.40,0.32,0.40,0.31,0.42,0.38,0.34,0.52,0.36,0.32,0.26,0.37,0.24,0.26,0.52,0.26,0.36,0.42,0.30,0.22,0.40,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
